ذكر من حضرنا ذكره ممن قال ذلك منهم:,1.21.1.0.0,ذكر من حضرنا ذكره ممن قال ذلك منهم:,21.1.0.0.0
ذكر من قال ذلك:,1.21.2.0.0,ذكر من قال ذلك:,21.2.0.0.0
ذكر من قال ذلك:,1.21.3.0.0,ذكر من قال ذلك:,21.3.0.0.0
ذكر من قال: كان على راس آدم ع حين أهبط من الجنة إكليل من شجر الجنة:,1.21.4.0.0,ذكر من قال: كان على راس آدم ع حين أهبط من الجنة إكليل من شجر الجنة:,21.4.0.0.0
ذكر من قال ذلك:,1.21.5.0.0,ذكر من قال ذلك:,21.5.0.0.0
ذكر من قال إنما صار الطيب بالهند لأن آدم حين أهبط إليها علق بأشجارها طيب ريحه:,1.21.6.0.0,ذكر من قال إنما صار الطيب بالهند لأن آدم حين أهبط إليها علق بأشجارها طيب ريحه:,21.6.0.0.0
ذكر من قال ذلك:,1.21.7.0.0,ذكر من قال ذلك:,21.7.0.0.0
ذكر من قال ذلك:,1.21.8.0.0,ذكر من قال ذلك:,21.8.0.0.0
ذكر من قال ذلك:,1.21.9.0.0,ذكر من قال ذلك:,21.9.0.0.0
ذكر الأحداث التي كانت في عهد آدم ع بعد أن أهبط إلى الأرض,1.22.0.0.0,ذكر الأحداث التي كانت في عهد آدم ع بعد أن أهبط إلى الأرض,22.0.0.0.0
ذكر من قال ذلك:,1.22.1.0.0,ذكر من قال ذلك:,22.1.0.0.0
ذكر من قال ذلك:,1.22.2.0.0,ذكر من قال ذلك:,22.2.0.0.0
***,1.22.3.0.0,***,22.3.0.0.0
***,1.22.4.0.0,***,22.4.0.0.0
ذكر ولادة حواء شيثا,1.23.0.0.0,ذكر ولادة حواء شيثا,23.0.0.0.0
***,1.23.1.0.0,***,23.1.0.0.0
ذكر وفاه آدم ع,1.24.0.0.0,ذكر وفاه آدم ع,24.0.0.0.0
[From Seth to Mahalalel] @MAB@,1.25.0.0.0,***,25.0.0.0.0
ذكر الأحداث التي كانت في أيام بني آدم من لدن ملك شيث بن آدم إلى أيام يرد,1.26.0.0.0,ذكر الأحداث التي كانت في أيام بني آدم من لدن ملك شيث بن آدم إلى أيام يرد,26.0.0.0.0
ذكر من روي ذلك عنه:,1.26.1.0.0,ذكر من روي ذلك عنه:,26.1.0.0.0
***,1.26.2.0.0,***,26.2.0.0.0
***,1.26.3.0.0,***,26.3.0.0.0
***,1.26.4.0.0,***,26.4.0.0.0
***,1.26.5.0.0,***,26.5.0.0.0
***,1.26.6.0.0,***,26.6.0.0.0
***,1.26.7.0.0,***,26.7.0.0.0
ذكر من قال ms0130 ذلك:,1.26.8.0.0,ذكر من قال ms0130 ذلك:,26.8.0.0.0
ذكر الأحداث التي كانت في عهد نوح ع,1.27.0.0.0,ذكر الأحداث التي كانت في عهد نوح ع,27.0.0.0.0
ذكر من قال ذلك:,1.27.1.0.0,ذكر من قال ذلك:,27.1.0.0.0
ذكر من قال ذلك: PageV01P186,1.27.2.0.0,ذكر من قال ذلك: PageV01P186,27.2.0.0.0
ذكر من قال ذلك:,1.27.3.0.0,ذكر من قال ذلك:,27.3.0.0.0
ذكر من قال ذلك:,1.27.4.0.0,ذكر من قال ذلك:,27.4.0.0.0
ذكر من قال ذلك:,1.27.5.0.0,ذكر من قال ذلك:,27.5.0.0.0
ذكر من قال ذلك: PageV01P188,1.27.6.0.0,ذكر من قال ذلك: PageV01P188,27.6.0.0.0
***,1.27.7.0.0,***,27.7.0.0.0
***,1.27.8.0.0,***,27.8.0.0.0
***,1.27.9.0.0,***,27.9.0.0.0
"ذكر بيوراسب، وهو الازدهاق",1.28.0.0.0,"ذكر بيوراسب، وهو الازدهاق",28.0.0.0.0
ذكر الرواية عنه بذلك:,1.28.1.0.0,ذكر الرواية عنه بذلك:,28.1.0.0.0
***,1.28.2.0.0,***,28.2.0.0.0
ذكر الأحداث التي كانت بين نوح وإبراهيم خليل الرحمن ع,1.29.0.0.0,ذكر الأحداث التي كانت بين نوح وإبراهيم خليل الرحمن ع,29.0.0.0.0
فأما عاد,1.29.1.0.0,فأما عاد,29.1.0.0.0
وأما ثمود,1.29.2.0.0,وأما ثمود,29.2.0.0.0
ذكر ابراهيم خليل الرحمن ع وذكر من كان في عصره من ملوك العجم,1.30.0.0.0,ذكر ابراهيم خليل الرحمن ع وذكر من كان في عصره من ملوك العجم,30.0.0.0.0
ذكر من قال ذلك:,1.30.1.0.0,ذكر من قال ذلك:,30.1.0.0.0
ذكر أمر بناء البيت.,1.30.2.0.0,ذكر أمر بناء البيت.,30.2.0.0.0
ذكر من قال: الذي بعثه الله إليه لذلك السكينة:,1.30.2.1.0, ذكر من قال: الذي بعثه الله إليه لذلك السكينة:,30.2.1.0.0
ذكر من قال ذلك:,1.30.3.0.0,ذكر من قال ذلك:,30.3.0.0.0
ذكر الرواية بذلك عن رسول الله:,1.30.4.0.0,ذكر الرواية بذلك عن رسول الله:,30.4.0.0.0
ثم إن الله تعالى ذكره ابتلى خليله ابراهيم ع بذبح ابنه.,1.30.5.0.0,ثم إن الله تعالى ذكره ابتلى خليله ابراهيم ع بذبح ابنه.,30.5.0.0.0
ذكر من قال ذلك:,1.30.5.1.0, ذكر من قال ذلك:,30.5.1.0.0
ذكر من قال هو إسحاق:,1.30.5.2.0, ذكر من قال هو إسحاق:,30.5.2.0.0
ذكر من قال هو إسماعيل:,1.30.5.3.0, ذكر من قال هو إسماعيل:,30.5.3.0.0
ذكر الخبر عن صفه فعل ابراهيم وابنه الذي أمر بذبحه فيما كان أمر به من ذلك والسبب الذي من أجله أمر إبراهيم بذبحه,1.30.5.4.0, ذكر الخبر عن صفه فعل ابراهيم وابنه الذي أمر بذبحه فيما كان أمر به من ذلك والسبب الذي من أجله أمر إبراهيم بذبحه,30.5.4.0.0
ذكر من قال ذلك:,1.30.5.5.0, ذكر من قال ذلك:,30.5.5.0.0
***,1.30.5.6.0,***,30.5.6.0.0
[ذكر ابتلاء الله ابراهيم بكلمات],1.30.6.0.0,[ذكر ابتلاء الله ابراهيم بكلمات],30.6.0.0.0
ذكر من قال ذلك:,1.30.6.1.0, ذكر من قال ذلك:,30.6.1.0.0
ذكر من قال ذلك:,1.30.6.2.0, ذكر من قال ذلك:,30.6.2.0.0
ذكر من قال ذلك:,1.30.6.3.0, ذكر من قال ذلك:,30.6.3.0.0
ذكر من قال ذلك:,1.30.6.4.0, ذكر من قال ذلك:,30.6.4.0.0
ذكر من قال ذلك:,1.30.6.5.0, ذكر من قال ذلك:,30.6.5.0.0
ذكر من قال ذلك:,1.30.6.6.0, ذكر من قال ذلك:,30.6.6.0.0
ذكر من قال ذلك:,1.30.6.7.0, ذكر من قال ذلك:,30.6.7.0.0
امر نمرود بن كوش بن كنعان,1.30.7.0.0,امر نمرود بن كوش بن كنعان,30.7.0.0.0
ذكر الأخبار الواردة عنه بما ذكرت من جهله وما أحل الله به من نقمته:,1.30.7.1.0, ذكر الأخبار الواردة عنه بما ذكرت من جهله وما أحل الله به من نقمته:,30.7.1.0.0
ذكر لوط بن هاران وقومه ونعود الآن إلى ذكر الخبر عن بقية الاحداث التي كانت في ايام ابراهيم ص.,1.30.8.0.0,ذكر لوط بن هاران وقومه ونعود الآن إلى ذكر الخبر عن بقية الاحداث التي كانت في ايام ابراهيم ص.,30.8.0.0.0
ذكر من قال ذلك:,1.30.8.1.0, ذكر من قال ذلك:,30.8.1.0.0
ذكر من قال كانوا يحذفون من مر بهم:,1.30.8.2.0, ذكر من قال كانوا يحذفون من مر بهم:,30.8.2.0.0
ذكر من قال: كانوا يتضارطون في مجالسهم:,1.30.8.3.0, ذكر من قال: كانوا يتضارطون في مجالسهم:,30.8.3.0.0
ذكر من قال كان يأتي بعضهم بعضا في مجالسهم:,1.30.8.4.0, ذكر من قال كان يأتي بعضهم بعضا في مجالسهم:,30.8.4.0.0
ذكر بعض من قال ذلك:,1.30.8.5.0, ذكر بعض من قال ذلك:,30.8.5.0.0
ذكر من قال لقوا لوطا:,1.30.8.6.0, ذكر من قال لقوا لوطا:,30.8.6.0.0
ذكر ms0226 من قال إنما لقيت الرسل أول ما لقيت حين دنت من سدوم ابنة لوط دون لوط:,1.30.8.7.0, ذكر ms0226 من قال إنما لقيت الرسل أول ما لقيت حين دنت من سدوم ابنة لوط دون لوط:,30.8.7.0.0
ذكر من روى ذلك عنه أنه قاله من أهل العلم:,1.30.8.8.0, ذكر من روى ذلك عنه أنه قاله من أهل العلم:,30.8.8.0.0
"ذكر وفاة سارة بنت هاران، وهاجر أم اسماعيل وذكر ازواج ابراهيم ع وولده",1.30.9.0.0,"ذكر وفاة سارة بنت هاران، وهاجر أم اسماعيل وذكر ازواج ابراهيم ع وولده",30.9.0.0.0
ذكر وفاه ابراهيم ع,1.30.10.0.0,ذكر وفاه ابراهيم ع,30.10.0.0.0
ذكر خبر ولد إسماعيل بن إبراهيم خليل الرحمن ع,1.31.0.0.0,ذكر خبر ولد إسماعيل بن إبراهيم خليل الرحمن ع,31.0.0.0.0
ذكر إسحاق بن ابراهيم ع وذكر نسائه وأولاده,1.32.0.0.0,ذكر إسحاق بن ابراهيم ع وذكر نسائه وأولاده,32.0.0.0.0
ذكر أيوب ع,1.33.0.0.0,ذكر أيوب ع,33.0.0.0.0
ذكر خبر شعيب ص,1.34.0.0.0,ذكر خبر شعيب ص,34.0.0.0.0
ذكر يعقوب وأولاده,1.35.0.0.0,ذكر يعقوب وأولاده,35.0.0.0.0
يوسف,1.35.1.0.0,يوسف,35.1.0.0.0
ذكر من قال ذلك.,1.35.1.1.0, ذكر من قال ذلك.,35.1.1.0.0
ذكر بعض من قال ذلك:,1.35.1.2.0, ذكر بعض من قال ذلك:,35.1.2.0.0
ذكر من قال ذلك:,1.35.1.3.0, ذكر من قال ذلك:,35.1.3.0.0
ذكر من قال ذلك:,1.35.1.4.0, ذكر من قال ذلك:,35.1.4.0.0
ذكر بعض من قال ذلك: PageV01P362,1.35.1.5.0, ذكر بعض من قال ذلك: PageV01P362,35.1.5.0.0
ذكر بعض من قال ذلك:,1.35.1.6.0, ذكر بعض من قال ذلك:,35.1.6.0.0
قصة الخضر وخبره وخبر موسى وفتاه يوشع ع,1.36.0.0.0,قصة الخضر وخبره وخبر موسى وفتاه يوشع ع,36.0.0.0.0
منوشهر وأسبابه والحوادث الكائنة في زمانه,1.37.0.0.0,منوشهر وأسبابه والحوادث الكائنة في زمانه,37.0.0.0.0
ذكر نسب موسى بن عمران وأخباره وما كان في عهده وعهد منوشهر بن منشخورنر الملك من الأحداث ,1.38.0.0.0,ذكر نسب موسى بن عمران وأخباره وما كان في عهده وعهد منوشهر بن منشخورنر الملك من الأحداث ,38.0.0.0.0
ذكر وفاه موسى وهارون ابنى عمران ع,1.39.0.0.0,ذكر وفاه موسى وهارون ابنى عمران ع,39.0.0.0.0
ذكر يوشع بن نون ع,1.40.0.0.0,ذكر يوشع بن نون ع,40.0.0.0.0
ذكر من قال ذلك:,1.40.1.0.0,ذكر من قال ذلك:,40.1.0.0.0
ذكر من قال ذلك: PageV01P436,1.40.2.0.0,ذكر من قال ذلك: PageV01P436,40.2.0.0.0
ذكر أمر قارون بن يصهر بن قاهث,1.41.0.0.0,ذكر أمر قارون بن يصهر بن قاهث,41.0.0.0.0
ذكر من حضرنا ذكره ممن قال ذلك من علمائنا ms0340 الماضين:,1.41.1.0.0,ذكر من حضرنا ذكره ممن قال ذلك من علمائنا ms0340 الماضين:,41.1.0.0.0
ذكر القائم بالملك ببابل من الفرس بعد منوشهر,1.42.0.0.0,ذكر القائم بالملك ببابل من الفرس بعد منوشهر,42.0.0.0.0
ذكر أمر بني إسرائيل والقوام الذين كانوا بأمرهم بعد يوشع ابن نون والأحداث التي كانت في عهد زو وكيقباذ,1.43.0.0.0,ذكر أمر بني إسرائيل والقوام الذين كانوا بأمرهم بعد يوشع ابن نون والأحداث التي كانت في عهد زو وكيقباذ,43.0.0.0.0
الياس واليسع عليهما السلام,1.44.0.0.0,الياس واليسع عليهما السلام,44.0.0.0.0
"ذكر خبر شمويل بن بالي بن علقمة بن يرخام بن اليهو ابن تهو بن صوف، وطالوت وجالوت",1.45.0.0.0,"ذكر خبر شمويل بن بالي بن علقمة بن يرخام بن اليهو ابن تهو بن صوف، وطالوت وجالوت",45.0.0.0.0
ذكر خبر داود بن إيشى بن عويد بن باعز بن سلمون بن نحشون بن عمي نادب بن رام بن حصرون ms0366 بن فارص بن يهوذا بن يعقوب بن إسحاق بن ابراهيم,1.46.0.0.0,ذكر خبر داود بن إيشى بن عويد بن باعز بن سلمون بن نحشون بن عمي نادب بن رام بن حصرون ms0366 بن فارص بن يهوذا بن يعقوب بن إسحاق بن ابراهيم,46.0.0.0.0
ذكر من قال ذلك:,1.46.1.0.0,ذكر من قال ذلك:,46.1.0.0.0
ذكر خبر سليمان بن داود ع,1.47.0.0.0,ذكر خبر سليمان بن داود ع,47.0.0.0.0
ذكر ما انتهى إلينا من مغازي سليمان ع,1.47.1.0.0,ذكر ما انتهى إلينا من مغازي سليمان ع,47.1.0.0.0
ذكر غزوته أبا زوجته جرادة وخبر الشيطان الذي أخذ خاتمه,1.47.2.0.0,ذكر غزوته أبا زوجته جرادة وخبر الشيطان الذي أخذ خاتمه,47.2.0.0.0
ذكر من ملك إقليم بابل والمشرق من ملوك الفرس بعد كيقباذ,1.48.0.0.0,ذكر من ملك إقليم بابل والمشرق من ملوك الفرس بعد كيقباذ,48.0.0.0.0
كيخسرو,1.48.1.0.0,كيخسرو,48.1.0.0.0
امر إسرائيل بعد سليمان بن داود ع,1.49.0.0.0,امر إسرائيل بعد سليمان بن داود ع,49.0.0.0.0
ذكر خبر أسا بن أبيا وزرح الهندي,1.49.1.0.0,ذكر خبر أسا بن أبيا وزرح الهندي,49.1.0.0.0
"ذكر صاحب قصة شعيا من ملوك بني إسرائيل، وسنحاريب",1.49.2.0.0,"ذكر صاحب قصة شعيا من ملوك بني إسرائيل، وسنحاريب",49.2.0.0.0
ذكر خبر لهراسب وابنه بشتاسب وغزو بختنصر بني إسرائيل وتخريبه بيت المقدس,1.50.0.0.0,ذكر خبر لهراسب وابنه بشتاسب وغزو بختنصر بني إسرائيل وتخريبه بيت المقدس,50.0.0.0.0
ذكر بعض من قال ذلك منهم:,1.50.1.0.0,ذكر بعض من قال ذلك منهم:,50.1.0.0.0
ذكر خبر غزو بختنصر للعرب,1.50.2.0.0,ذكر خبر غزو بختنصر للعرب,50.2.0.0.0
رجع الخبر إلى قصة بشتاسب وذكر ملكه والحوادث التي كانت في أيام ملكه التي جرت على يديه ويد غيره من عماله في البلاد خلا ما جرى من ذلك على يد بختنصر,1.50.3.0.0,رجع الخبر إلى قصة بشتاسب وذكر ملكه والحوادث التي كانت في أيام ملكه التي جرت على يديه ويد غيره من عماله في البلاد خلا ما جرى من ذلك على يد بختنصر,50.3.0.0.0
ذكر الخبر عن ملوك اليمن في أيام قابوس وبعده إلى عهد بهمن بن إسفنديار,1.51.0.0.0,ذكر الخبر عن ملوك اليمن في أيام قابوس وبعده إلى عهد بهمن بن إسفنديار,51.0.0.0.0
ذكر خبر أردشير بهمن وابنته خماني,1.52.0.0.0,ذكر خبر أردشير بهمن وابنته خماني,52.0.0.0.0
ذكر خبر بني إسرائيل ومقابلة تأريخ مدة أيامهم إلى حين تصرمها بتأريخ مدة من كان في أيامهم من ملوك الفرس,1.53.0.0.0,ذكر خبر بني إسرائيل ومقابلة تأريخ مدة أيامهم إلى حين تصرمها بتأريخ مدة من كان في أيامهم من ملوك الفرس,53.0.0.0.0
خبر دارا الأكبر وابنه دارا الأصغر ابن دارا الأكبر وكيف كان هلاكه مع خبر ذي القرنين,1.54.0.0.0,خبر دارا الأكبر وابنه دارا الأصغر ابن دارا الأكبر وكيف كان هلاكه مع خبر ذي القرنين,54.0.0.0.0
ذكر اخبار ملوك الفرس بعد الاسكندر وهم ملوك الطوائف,1.55.0.0.0,ذكر اخبار ملوك الفرس بعد الاسكندر وهم ملوك الطوائف,55.0.0.0.0
الملوك الأشغانون,1.56.0.0.0,الملوك الأشغانون,56.0.0.0.0
ذكر الأحداث التي كانت في أيام ملوك الطوائف,1.57.0.0.0,ذكر الأحداث التي كانت في أيام ملوك الطوائف,57.0.0.0.0
***,1.58.0.0.0,***,58.0.0.0.0
ذكر من ملك من الروم أرض الشام بعد رفع المسيح ع الى عهد النبي ص في قول النصارى,1.59.0.0.0,ذكر من ملك من الروم أرض الشام بعد رفع المسيح ع الى عهد النبي ص في قول النصارى,59.0.0.0.0
نزول قبائل العرب الحيرة والأنبار ايام ملوك الطوائف,1.60.0.0.0,نزول قبائل العرب الحيرة والأنبار ايام ملوك الطوائف,60.0.0.0.0
عمرو بن ظرب,1.61.0.0.0,عمرو بن ظرب,61.0.0.0.0
الزباء,1.62.0.0.0,الزباء,62.0.0.0.0
ذكر طسم وجديس,1.63.0.0.0,ذكر طسم وجديس,63.0.0.0.0
الجزء الثاني,2.0.0.0.0,,
ذكر الخبر عن أصحاب الكهف,2.1.0.0.0,ذكر الخبر عن أصحاب الكهف,64.0.0.0.0
يونس بن متى,2.2.0.0.0,يونس بن متى,65.0.0.0.0
ذكر من قال ذلك:,2.2.1.0.0,ذكر من قال ذلك:,65.1.0.0.0
ذكر بعض من قال ذلك:,2.2.2.0.0,ذكر بعض من قال ذلك:,65.2.0.0.0
إرسال الله رسله الثلاثة,2.3.0.0.0,إرسال الله رسله الثلاثة,66.0.0.0.0
ذكر من قال ذلك:,2.3.1.0.0,ذكر من قال ذلك:,66.1.0.0.0
ذكر من قال ذلك:,2.3.2.0.0,ذكر من قال ذلك:,66.2.0.0.0
شمسون,2.4.0.0.0,شمسون,67.0.0.0.0
ذكر خبر جرجيس,2.5.0.0.0,ذكر خبر جرجيس,68.0.0.0.0
ذكر الخبر عن ملوك الفرس وسني ملكهم,2.6.0.0.0,ذكر الخبر عن ملوك الفرس وسني ملكهم,69.0.0.0.0
ذكر ملك أردشير بن بابك,2.6.1.0.0,ذكر ملك أردشير بن بابك,69.1.0.0.0
ذكر الخبر عن القائم كان بملك فارس بعد أردشير بن بابك,2.6.2.0.0,ذكر الخبر عن القائم كان بملك فارس بعد أردشير بن بابك,69.2.0.0.0
سابور.,2.6.3.0.0,سابور.,69.3.0.0.0
ذكر ملك هرمز بن سابور,2.6.4.0.0,ذكر ملك هرمز بن سابور,69.4.0.0.0
ذكر ملك بهرام بن هرمز,2.6.5.0.0,ذكر ملك بهرام بن هرمز,69.5.0.0.0
ذكر ملك بهرام بن بهرام بن هرمز,2.6.6.0.0,ذكر ملك بهرام بن بهرام بن هرمز,69.6.0.0.0
ذكر ملك شاهنشاه بن بهرام,2.6.7.0.0,ذكر ملك شاهنشاه بن بهرام,69.7.0.0.0
ذكر ملك نرسى بن بهرام,2.6.8.0.0,ذكر ملك نرسى بن بهرام,69.8.0.0.0
ذكر ملك هرمز بن نرسى,2.6.9.0.0,ذكر ملك هرمز بن نرسى,69.9.0.0.0
ذكر ملك سابور ذي الاكتاف,2.6.10.0.0,ذكر ملك سابور ذي الاكتاف,69.10.0.0.0
ذكر ملك أردشير بن هرمز,2.6.11.0.0,ذكر ملك أردشير بن هرمز,69.11.0.0.0
ذكر ملك سابور بن سابور,2.6.12.0.0,ذكر ملك سابور بن سابور,69.12.0.0.0
ذكر ملك بهرام بن سابور,2.6.13.0.0,ذكر ملك بهرام بن سابور,69.13.0.0.0
ذكر ملك يزدجرد الأثيم,2.6.14.0.0,ذكر ملك يزدجرد الأثيم,69.14.0.0.0
ذكر ملك بهرام جور,2.6.15.0.0,ذكر ملك بهرام جور,69.15.0.0.0
ذكر ملك يزدجرد بن بهرام جور,2.6.16.0.0,ذكر ملك يزدجرد بن بهرام جور,69.16.0.0.0
ذكر ملك فيروز بن يزدجرد,2.6.17.0.0,ذكر ملك فيروز بن يزدجرد,69.17.0.0.0
ذكر ما كان من الأحداث في أيام يزدجرد بن بهرام وفيروز بين عمالهما على العرب واهل اليمن,2.6.18.0.0,ذكر ما كان من الأحداث في أيام يزدجرد بن بهرام وفيروز بين عمالهما على العرب واهل اليمن,69.18.0.0.0
ذكر ملك بلاش بن فيروز,2.6.19.0.0,ذكر ملك بلاش بن فيروز,69.19.0.0.0
ذكر ملك قباذ بن فيروز,2.6.20.0.0,ذكر ملك قباذ بن فيروز,69.20.0.0.0
ذكر ما كان من الحوادث التي كانت بين العرب في ايام قباذ في مملكته وبين عماله,2.6.20.1.0, ذكر ما كان من الحوادث التي كانت بين العرب في ايام قباذ في مملكته وبين عماله,69.20.1.0.0
